Type,SKU item_sku,Title,Product Description,standard_price,img_src1,img_src2,img_src3
Pendants,PD0074-YA-DLCE,2.25Ct Round Shaped Lab Created Emerald and Diamond Pendant in 10K Gold,8x8 mm Round shaped Lab Created Emerald and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-YA-DLCR,2.25Ct Round Shaped Lab Created Ruby and Diamond Pendant in 10K Gold,8x8 mm Round shaped Lab Created Ruby and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-YA-DLCS,2.25Ct Round Shaped Lab Created Sapphire and Diamond Pendant in 10K Gold,8x8 mm Round shaped Lab Created Sapphire and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-YA-DPD,2.25Ct Round Shaped Peridot and Diamond Pendant in 10K Gold,8x8 mm Round shaped Peridot and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-YA-DPT,2.25Ct Round Shaped Pink Topaz and Diamond Pendant in 10K Gold,8x8 mm Round shaped Pink Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-YA-DSQ,2.25Ct Round Shaped Smokey Quartz and Diamond Pendant in 10K Gold,8x8 mm Round shaped Smokey Quartz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-DAM,1.35Ct Round Shaped Amethyst and Diamond Pendant in 10K Gold,8x6 mm Round shaped Amethyst and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-DAQ,1.35Ct Round Shaped Aquamarine and Diamond Pendant in 10K Gold,8x6 mm Round shaped Aquamarine and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,210,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-DBT,1.35Ct Round Shaped Blue Topaz and Diamond Pendant in 10K Gold,8x6 mm Round shaped Blue Topaz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-DCT,1.35Ct Round Shaped Citrine and Diamond Pendant in 10K Gold,8x6 mm Round shaped Citrine and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-DEM,1.35Ct Round Shaped Emerald and Diamond Pendant in 10K Gold,8x6 mm Round shaped Emerald and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-DGA,1.35Ct Round Shaped Green Amethyst and Diamond Pendant in 10K Gold,8x6 mm Round shaped Green Amethyst and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-DGT,1.35Ct Round Shaped Garnet and Diamond Pendant in 10K Gold,8x6 mm Round shaped Garnet and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-DPD,1.35Ct Round Shaped Peridot and Diamond Pendant in 10K Gold,8x6 mm Round shaped Peridot and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-DPT,1.35Ct Round Shaped Pink Topaz and Diamond Pendant in 10K Gold,8x6 mm Round shaped Pink Topaz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-DRB,1.35Ct Round Shaped Ruby and Diamond Pendant in 10K Gold,8x6 mm Round shaped Ruby and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-DSP,1.35Ct Round Shaped Sapphire and Diamond Pendant in 10K Gold,8x6 mm Round shaped Sapphire and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-DSQ,1.35Ct Round Shaped Smokey Quartz and Diamond Pendant in 10K Gold,8x6 mm Round shaped Smokey Quartz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-WA-DAM,1.35Ct Round Shaped Amethyst and Diamond Pendant in 10K Gold,8x6 mm Round shaped Amethyst and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-WA-DAQ,1.35Ct Round Shaped Aquamarine and Diamond Pendant in 10K Gold,8x6 mm Round shaped Aquamarine and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,210,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-WA-DBT,1.35Ct Round Shaped Blue Topaz and Diamond Pendant in 10K Gold,8x6 mm Round shaped Blue Topaz and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-WA-DCT,1.35Ct Round Shaped Citrine and Diamond Pendant in 10K Gold,8x6 mm Round shaped Citrine and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-WA-DEM,1.35Ct Round Shaped Emerald and Diamond Pendant in 10K Gold,8x6 mm Round shaped Emerald and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-WA-DGA,1.35Ct Round Shaped Green Amethyst and Diamond Pendant in 10K Gold,8x6 mm Round shaped Green Amethyst and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-WA-DGT,1.35Ct Round Shaped Garnet and Diamond Pendant in 10K Gold,8x6 mm Round shaped Garnet and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0075-WA-DPD,1.35Ct Round Shaped Peridot and Diamond Pendant in 10K Gold,8x6 mm Round shaped Peridot and 1 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 1.35 carats and has the most perfect cut and clarity. white-diamonds weight 0.02 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,190.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
